country,year,value
Hungary,1948,6.0
Indonesia,1948,0.834
India,1948,1.85
Ireland,1948,6.49
Iran,1948,4.46
Iraq,1948,4.13
Iceland,1948,14.3
Israel,1948,5.54
Italy,1948,6.44
Jamaica,1948,4.33
Jordan,1948,6.07
Japan,1948,4.14
Kazakhstan,1948,3.53
Kenya,1948,3.51
Kyrgyz Republic,1948,6.5
Cambodia,1948,1.52
Kiribati,1948,7.26
St. Kitts and Nevis,1948,4.43
South Korea,1948,1.79
Kuwait,1948,4.42
Lao,1948,1.94
Lebanon,1948,9.11
Liberia,1948,3.88
Libya,1948,2.33
St. Lucia,1948,0.576
Sri Lanka,1948,2.67
Lesotho,1948,1.92
Lithuania,1948,3.7
Luxembourg,1948,18.2
Latvia,1948,4.98
Morocco,1948,4.2
Monaco,1948,5.87
Moldova,1948,4.51
Madagascar,1948,2.96
Maldives,1948,1.15
Mexico,1948,3.05
Marshall Islands,1948,3.69
North Macedonia,1948,2.86
Mali,1948,1.01
Malta,1948,2.65
Myanmar,1948,1.52
Montenegro,1948,3.06
Mongolia,1948,1.31
Mozambique,1948,1.73
Mauritania,1948,0.955
Mauritius,1948,4.42
Malawi,1948,2.67
Malaysia,1948,3.71
Namibia,1948,5.58
Niger,1948,2.0
Nigeria,1948,1.91
Nicaragua,1948,6.37
Netherlands,1948,13.8
Norway,1948,10.2
Nepal,1948,1.58
Nauru,1948,3.87
New Zealand,1948,15.6
Oman,1948,1.37
Pakistan,1948,1.04
Panama,1948,5.39
Peru,1948,8.51
Philippines,1948,2.41
Palau,1948,11.7
Papua New Guinea,1948,1.02
Poland,1948,6.2
North Korea,1948,2.99
Portugal,1948,4.45
Paraguay,1948,6.31
Palestine,1948,9.58
Qatar,1948,2.05
Romania,1948,2.63
Russia,1948,5.11
Rwanda,1948,3.05
Saudi Arabia,1948,5.44
Sudan,1948,1.82
Senegal,1948,2.41
Singapore,1948,6.26
Solomon Islands,1948,2.05
Sierra Leone,1948,1.59
El Salvador,1948,6.27
San Marino,1948,10.2
Somalia,1948,3.4
Serbia,1948,5.41
South Sudan,1948,7.59
Sao Tome and Principe,1948,2.81
Suriname,1948,7.3
Slovak Republic,1948,8.16
Slovenia,1948,8.9
Sweden,1948,13.3
Eswatini,1948,0.249
Seychelles,1948,3.67
Syria,1948,3.46
Chad,1948,2.47
Togo,1948,1.98
Thailand,1948,2.08
Tajikistan,1948,5.29
Turkmenistan,1948,3.71
Timor-Leste,1948,1.02
Tonga,1948,4.01
Trinidad and Tobago,1948,11.2
Tunisia,1948,2.75
Turkey,1948,2.87
Tuvalu,1948,4.85
Taiwan,1948,2.96
Tanzania,1948,1.44
Uganda,1948,3.71
Ukraine,1948,2.03
Uruguay,1948,9.88
USA,1948,29.6
Uzbekistan,1948,2.28
St. Vincent and the Grenadines,1948,3.01
Venezuela,1948,8.73
Vietnam,1948,1.86
Vanuatu,1948,3.19
Samoa,1948,8.28
Yemen,1948,3.0
South Africa,1948,4.5
Zambia,1948,2.24
Zimbabwe,1948,4.18
Afghanistan,1949,3.63
Angola,1949,4.33
Albania,1949,3.64
Andorra,1949,10.9
UAE,1949,2.33
Argentina,1949,11.4
Armenia,1949,8.43
Antigua and Barbuda,1949,4.43
Australia,1949,21.1
Austria,1949,9.98
Azerbaijan,1949,6.31
Burundi,1949,1.13
Belgium,1949,12.4
Benin,1949,2.45
Burkina Faso,1949,1.4
Bangladesh,1949,2.52
Bulgaria,1949,5.73
Bahrain,1949,5.58
Bahamas,1949,14.6
Bosnia and Herzegovina,1949,4.74
Belarus,1949,3.36
Belize,1949,3.49
Bolivia,1949,11.6
Brazil,1949,2.48
Barbados,1949,4.64
Brunei,1949,69.8
Bhutan,1949,1.4
Botswana,1949,0.586
Central African Republic,1949,2.24
Canada,1949,19.2
Switzerland,1949,27.1
Chile,1949,7.94
China,1949,0.915
Cote d'Ivoire,1949,4.64
Cameroon,1949,1.9
"Congo, Dem. Rep.",1949,1.87
"Congo, Rep.",1949,1.62
Colombia,1949,5.21
Comoros,1949,2.55
Cape Verde,1949,2.25
Costa Rica,1949,2.81
Cuba,1949,3.71
Cyprus,1949,4.99
Czech Republic,1949,6.98
Germany,1949,9.8
Djibouti,1949,8.88
Dominica,1949,1.54
Denmark,1949,17.9
Dominican Republic,1949,5.18
Algeria,1949,2.98
Ecuador,1949,3.77
Egypt,1949,1.86
Eritrea,1949,1.79
Spain,1949,5.0
Estonia,1949,7.41
Ethiopia,1949,2.68
Finland,1949,10.4
Fiji,1949,3.56
France,1949,12.0
"Micronesia, Fed. Sts.",1949,3.58
Gabon,1949,2.34
UK,1949,14.5
Georgia,1949,8.08
Ghana,1949,2.1
Guinea,1949,0.588
Gambia,1949,1.45
Guinea-Bissau,1949,1.6
Equatorial Guinea,1949,1.02
Greece,1949,4.95
Grenada,1949,2.28
Guatemala,1949,3.16
Guyana,1949,5.71
"Hong Kong, China",1949,5.73
Honduras,1949,4.01
Croatia,1949,5.17
Haiti,1949,2.54
Hungary,1949,6.41
Indonesia,1949,0.785
India,1949,1.86
Ireland,1949,6.84
Iran,1949,4.61
Iraq,1949,4.17
Iceland,1949,13.6
Israel,1949,5.8
Italy,1949,6.94
Jamaica,1949,4.15
Jordan,1949,6.17
Japan,1949,4.36
Kazakhstan,1949,3.84
Kenya,1949,3.55
Kyrgyz Republic,1949,6.67
Cambodia,1949,1.54
Kiribati,1949,7.47
St. Kitts and Nevis,1949,4.46
South Korea,1949,1.93
Kuwait,1949,5.8
Lao,1949,1.92
Lebanon,1949,9.3
Liberia,1949,3.85
Libya,1949,2.36
St. Lucia,1949,0.586
Sri Lanka,1949,2.74
Lesotho,1949,1.91
Lithuania,1949,4.02
Luxembourg,1949,18.7
Latvia,1949,5.47
Morocco,1949,4.25
Monaco,1949,6.05
Moldova,1949,4.92
Madagascar,1949,3.02
Maldives,1949,1.16
Mexico,1949,3.14
Marshall Islands,1949,3.77
North Macedonia,1949,3.09
Mali,1949,1.01
Malta,1949,2.62
Myanmar,1949,1.42
Montenegro,1949,3.35
Mongolia,1949,1.33
Mozambique,1949,1.72
Mauritania,1949,0.969
Mauritius,1949,4.5
Malawi,1949,2.66
Malaysia,1949,4.77
Namibia,1949,5.67
Niger,1949,2.02
Nigeria,1949,1.93
Nicaragua,1949,6.06
Netherlands,1949,14.8
Norway,1949,10.3
Nepal,1949,1.57
Nauru,1949,4.01
New Zealand,1949,16.9
Oman,1949,1.41
Pakistan,1949,1.06
Panama,1949,5.41
Peru,1949,8.96
Philippines,1949,2.48
Palau,1949,12.4
Papua New Guinea,1949,1.03
Poland,1949,6.3
North Korea,1949,2.94
Portugal,1949,4.47
Paraguay,1949,7.22
Palestine,1949,7.22
Qatar,1949,2.52
Romania,1949,2.15
Russia,1949,5.55
Rwanda,1949,3.04
Saudi Arabia,1949,5.73
Sudan,1949,1.87
Senegal,1949,2.47
Singapore,1949,6.22
Solomon Islands,1949,2.09
Sierra Leone,1949,1.57
El Salvador,1949,5.6
San Marino,1949,10.7
Somalia,1949,3.42
Serbia,1949,5.79
South Sudan,1949,7.77
Sao Tome and Principe,1949,2.82
Suriname,1949,7.37
Slovak Republic,1949,8.59
Slovenia,1949,9.53
Sweden,1949,13.6
Eswatini,1949,0.247
Seychelles,1949,3.75
Syria,1949,3.5
Chad,1949,2.5
Togo,1949,1.98
Thailand,1949,2.07
Tajikistan,1949,5.76
Turkmenistan,1949,4.03
Timor-Leste,1949,1.01
Tonga,1949,4.01
Trinidad and Tobago,1949,11.3
Tunisia,1949,2.75
Turkey,1949,2.67
Tuvalu,1949,4.89
Taiwan,1949,3.29
Tanzania,1949,1.45
Uganda,1949,3.73
Ukraine,1949,2.32
Uruguay,1949,11.0
USA,1949,28.4
Uzbekistan,1949,2.51
St. Vincent and the Grenadines,1949,3.03
Venezuela,1949,8.84
Vietnam,1949,1.85
Vanuatu,1949,3.23
Samoa,1949,8.33
Yemen,1949,3.0
South Africa,1949,4.47
Zambia,1949,2.28
Zimbabwe,1949,4.22
Afghanistan,1950,3.68
Angola,1950,4.52
Albania,1950,3.75
Andorra,1950,11.1
UAE,1950,2.39
Argentina,1950,11.2
Armenia,1950,9.11
Antigua and Barbuda,1950,4.51
Australia,1950,21.5
Austria,1950,11.2
Azerbaijan,1950,6.83
Burundi,1950,1.13
Belgium,1950,13.1
Benin,1950,2.47
Burkina Faso,1950,1.39
Bangladesh,1950,2.43
Bulgaria,1950,6.22
Bahrain,1950,5.9
Bahamas,1950,15.2
Bosnia and Herzegovina,1950,4.26
Belarus,1950,3.61
Belize,1950,3.55
Bolivia,1950,11.4
Brazil,1950,2.51
Barbados,1950,4.67
Brunei,1950,81.1
Bhutan,1950,1.4
Botswana,1950,0.589
Central African Republic,1950,2.27
Canada,1950,19.8
Switzerland,1950,28.7
Chile,1950,8.12
China,1950,0.88
Cote d'Ivoire,1950,4.95
Cameroon,1950,1.92
"Congo, Dem. Rep.",1950,1.91
"Congo, Rep.",1950,1.66
Colombia,1950,5.3
Comoros,1950,2.56
Cape Verde,1950,2.24
Costa Rica,1950,2.6
Cuba,1950,3.94
Cyprus,1950,5.01
Czech Republic,1950,7.45
Germany,1950,11.6
Djibouti,1950,9.21
Dominica,1950,1.55
Denmark,1950,19.1
Dominican Republic,1950,5.29
Algeria,1950,3.01
Ecuador,1950,3.97
Egypt,1950,1.85
Eritrea,1950,1.78
Spain,1950,5.04
Estonia,1950,7.96
Ethiopia,1950,2.65
Finland,1950,10.6
Fiji,1950,3.63
France,1950,12.5
"Micronesia, Fed. Sts.",1950,3.64
Gabon,1950,2.4
UK,1950,14.4
Georgia,1950,8.83
Ghana,1950,2.48
Guinea,1950,0.594
Gambia,1950,1.47
Guinea-Bissau,1950,1.62
Equatorial Guinea,1950,1.02
Greece,1950,5.09
Grenada,1950,2.28
Guatemala,1950,3.11
Guyana,1950,5.81
"Hong Kong, China",1950,5.79
Honduras,1950,4.03
Croatia,1950,4.75
Haiti,1950,2.56
Hungary,1950,6.75
Indonesia,1950,0.863
India,1950,1.83
Ireland,1950,6.95
Iran,1950,4.77
Iraq,1950,4.21
Iceland,1950,12.9
Israel,1950,6.08
Italy,1950,7.46
Jamaica,1950,3.98
Jordan,1950,6.28
Japan,1950,4.64
Kazakhstan,1950,4.15
Kenya,1950,3.59
Kyrgyz Republic,1950,6.85
Cambodia,1950,1.55
Kiribati,1950,7.69
St. Kitts and Nevis,1950,4.48
South Korea,1950,1.61
Kuwait,1950,7.62
Lao,1950,1.9
Lebanon,1950,9.5
Liberia,1950,3.82
Libya,1950,2.39
St. Lucia,1950,0.596
Sri Lanka,1950,2.84
Lesotho,1950,1.9
Lithuania,1950,4.33
Luxembourg,1950,19.2
Latvia,1950,5.95
Morocco,1950,4.29
Monaco,1950,6.23
Moldova,1950,5.34
Madagascar,1950,3.08
Maldives,1950,1.18
Mexico,1950,3.38
Marshall Islands,1950,3.84
North Macedonia,1950,2.85
Mali,1950,1.01
Malta,1950,2.59
Myanmar,1950,1.33
Montenegro,1950,3.13
Mongolia,1950,1.36
Mozambique,1950,1.72
Mauritania,1950,0.984
Mauritius,1950,4.58
Malawi,1950,2.66
Malaysia,1950,4.85
Namibia,1950,5.77
Niger,1950,2.03
Nigeria,1950,1.95
Nicaragua,1950,6.62
Netherlands,1950,15.0
Norway,1950,10.7
Nepal,1950,1.57
Nauru,1950,4.15
New Zealand,1950,18.9
Oman,1950,1.44
Pakistan,1950,1.01
Panama,1950,5.11
Peru,1950,9.46
Philippines,1950,2.59
Palau,1950,13.0
Papua New Guinea,1950,1.03
Poland,1950,6.75
North Korea,1950,2.88
Portugal,1950,4.53
Paraguay,1950,6.59
Palestine,1950,7.35
Qatar,1950,3.11
Romania,1950,1.67
Russia,1950,5.98
Rwanda,1950,3.05
Saudi Arabia,1950,6.02
Sudan,1950,1.93
Senegal,1950,2.53
Singapore,1950,6.19
Solomon Islands,1950,2.14
Sierra Leone,1950,1.55
El Salvador,1950,5.48
San Marino,1950,11.2
Somalia,1950,3.45
Serbia,1950,5.28
South Sudan,1950,7.82
Sao Tome and Principe,1950,2.84
Suriname,1950,7.43
Slovak Republic,1950,9.2
Slovenia,1950,8.69
Sweden,1950,14.4
Eswatini,1950,0.246
Seychelles,1950,3.83
Syria,1950,3.54
Chad,1950,2.52
Togo,1950,1.98
Thailand,1950,2.06
Tajikistan,1950,6.23
Turkmenistan,1950,4.33
Timor-Leste,1950,1.01
Tonga,1950,4.01
Trinidad and Tobago,1950,11.3
Tunisia,1950,2.75
Turkey,1950,2.87
Tuvalu,1950,4.92
Taiwan,1950,3.17
Tanzania,1950,1.45
Uganda,1950,3.76
Ukraine,1950,2.56
Uruguay,1950,11.8
USA,1950,30.4
Uzbekistan,1950,2.73
St. Vincent and the Grenadines,1950,3.05
Venezuela,1950,9.54
Vietnam,1950,1.83
Vanuatu,1950,3.27
Samoa,1950,8.39
Yemen,1950,3.0
South Africa,1950,4.74
Zambia,1950,2.33
Zimbabwe,1950,4.27
Afghanistan,1951,3.78
Angola,1951,4.68
Albania,1951,3.72
Andorra,1951,12.0
UAE,1951,2.45
Argentina,1951,11.5
Armenia,1951,8.98
Antigua and Barbuda,1951,4.58
Australia,1951,21.7
Austria,1951,12.0
Azerbaijan,1951,6.74
Burundi,1951,1.17
Belgium,1951,13.7
Benin,1951,2.42
Burkina Faso,1951,1.42
Bangladesh,1951,2.44
Bulgaria,1951,7.41
Bahrain,1951,6.25
Bahamas,1951,15.8
Bosnia and Herzegovina,1951,4.26
Belarus,1951,3.53
Belize,1951,3.59
Bolivia,1951,12.2
Brazil,1951,2.55
Barbados,1951,4.82
Brunei,1951,82.2
Bhutan,1951,1.42
Botswana,1951,0.6
Central African Republic,1951,2.31
Canada,1951,20.4
Switzerland,1951,29.9
Chile,1951,8.24
China,1951,1.03
Cote d'Ivoire,1951,5.05
Cameroon,1951,1.97
"Congo, Dem. Rep.",1951,2.12
"Congo, Rep.",1951,1.69
Colombia,1951,5.27
Comoros,1951,2.67
Cape Verde,1951,2.25
Costa Rica,1951,2.58
Cuba,1951,3.98
Cyprus,1951,4.85
Czech Republic,1951,7.45
Germany,1951,12.5
Djibouti,1951,9.55
Dominica,1951,1.7
Denmark,1951,19.0
Dominican Republic,1951,5.75
Algeria,1951,2.98
Ecuador,1951,3.92
Egypt,1951,1.84
Eritrea,1951,1.79
Spain,1951,5.57
Estonia,1951,7.8
Ethiopia,1951,2.71
Finland,1951,11.4
Fiji,1951,3.7
France,1951,13.1
"Micronesia, Fed. Sts.",1951,3.7
Gabon,1951,2.47
UK,1951,14.8
Georgia,1951,8.8
Ghana,1951,2.51
Guinea,1951,0.623
Gambia,1951,1.53
Guinea-Bissau,1951,1.73
Equatorial Guinea,1951,1.04
Greece,1951,5.49
Grenada,1951,2.32
Guatemala,1951,3.04
Guyana,1951,5.67
"Hong Kong, China",1951,5.2
Honduras,1951,4.12
Croatia,1951,4.84
Haiti,1951,2.58
Hungary,1951,7.33
Indonesia,1951,0.909
India,1951,1.83
Ireland,1951,7.16
Iran,1951,4.69
Iraq,1951,4.43
Iceland,1951,12.3
Israel,1951,6.8
Italy,1951,7.98
Jamaica,1951,4.25
Jordan,1951,6.43
Japan,1951,5.09
Kazakhstan,1951,4.09
Kenya,1951,4.26
Kyrgyz Republic,1951,7.04
Cambodia,1951,1.58
Kiribati,1951,7.92
St. Kitts and Nevis,1951,4.51
South Korea,1951,1.59
Kuwait,1951,10.0
Lao,1951,1.92
Lebanon,1951,12.7
Liberia,1951,4.08
Libya,1951,2.6
St. Lucia,1951,0.61
Sri Lanka,1951,2.91
Lesotho,1951,1.95
Lithuania,1951,4.25
Luxembourg,1951,17.9
Latvia,1951,5.9
Morocco,1951,4.25
Monaco,1951,6.58
Moldova,1951,5.27
Madagascar,1951,3.15
Maldives,1951,1.22
Mexico,1951,3.55
Marshall Islands,1951,3.92
North Macedonia,1951,2.92
Mali,1951,1.03
Malta,1951,2.7
Myanmar,1951,1.47
Montenegro,1951,3.24
Mongolia,1951,1.41
Mozambique,1951,1.72
Mauritania,1951,1.02
Mauritius,1951,4.66
Malawi,1951,2.7
Malaysia,1951,4.46
Namibia,1951,5.78
Niger,1951,2.08
Nigeria,1951,2.05
Nicaragua,1951,6.93
Netherlands,1951,15.1
Norway,1951,11.2
Nepal,1951,1.59
Nauru,1951,4.68
New Zealand,1951,17.2
Oman,1951,1.51
Pakistan,1951,0.958
Panama,1951,4.95
Peru,1951,9.91
Philippines,1951,2.77
Palau,1951,13.7
Papua New Guinea,1951,1.05
Poland,1951,6.9
North Korea,1951,2.39
Portugal,1951,4.73
Paraguay,1951,6.56
Palestine,1951,7.48
Qatar,1951,3.83
Romania,1951,2.13
Russia,1951,5.87
Rwanda,1951,3.13
Saudi Arabia,1951,6.51
Sudan,1951,1.97
Senegal,1951,2.57
Singapore,1951,5.85
Solomon Islands,1951,2.18
Sierra Leone,1951,1.6
El Salvador,1951,5.47
San Marino,1951,11.8
Somalia,1951,3.58
Serbia,1951,5.36
South Sudan,1951,8.11
Sao Tome and Principe,1951,2.83
Suriname,1951,7.55
Slovak Republic,1951,9.24
Slovenia,1951,8.8
Sweden,1951,14.8
Eswatini,1951,0.253
Seychelles,1951,4.05
Syria,1951,3.31
Chad,1951,2.58
Togo,1951,2.01
Thailand,1951,2.09
Tajikistan,1951,6.13
Turkmenistan,1951,4.26
Timor-Leste,1951,0.999
Tonga,1951,4.02
Trinidad and Tobago,1951,11.9
Tunisia,1951,2.71
Turkey,1951,3.23
Tuvalu,1951,4.95
Taiwan,1951,3.26
Tanzania,1951,1.59
Uganda,1951,3.58
Ukraine,1951,2.8
Uruguay,1951,12.7
USA,1951,32.0
Uzbekistan,1951,2.72
St. Vincent and the Grenadines,1951,3.14
Venezuela,1951,10.2
Vietnam,1951,1.88
Vanuatu,1951,3.31
Samoa,1951,8.44
Yemen,1951,3.0
South Africa,1951,4.85
Zambia,1951,2.44
Zimbabwe,1951,4.4
Afghanistan,1952,3.85
Angola,1952,4.85
Albania,1952,3.72
Andorra,1952,13.0
UAE,1952,2.5
Argentina,1952,10.7
Armenia,1952,9.38
Antigua and Barbuda,1952,4.65
Australia,1952,21.2
Austria,1952,12.0
Azerbaijan,1952,7.05
Burundi,1952,1.18
Belgium,1952,13.5
Benin,1952,2.37
Burkina Faso,1952,1.45
Bangladesh,1952,2.49
Bulgaria,1952,6.99
Bahrain,1952,6.6
Bahamas,1952,16.5
Bosnia and Herzegovina,1952,3.77
Belarus,1952,3.66
Belize,1952,3.63
Bolivia,1952,12.3
Brazil,1952,2.67
Barbados,1952,5.0
Brunei,1952,83.3
Bhutan,1952,1.43
Botswana,1952,0.61
Central African Republic,1952,2.35
Canada,1952,21.2
Switzerland,1952,30.3
Chile,1952,8.51
China,1952,1.11
Cote d'Ivoire,1952,5.15
Cameroon,1952,2.03
"Congo, Dem. Rep.",1952,2.28
"Congo, Rep.",1952,1.71
Colombia,1952,5.41
Comoros,1952,2.71
Cape Verde,1952,2.26
Costa Rica,1952,2.8
Cuba,1952,4.25
Cyprus,1952,5.27
Czech Republic,1952,7.56
Germany,1952,13.5
Djibouti,1952,9.67
Dominica,1952,1.79
Denmark,1952,19.1
Dominican Republic,1952,6.02
Algeria,1952,3.06
Ecuador,1952,4.28
Egypt,1952,1.84
Eritrea,1952,1.8
Spain,1952,6.0
Estonia,1952,8.09
Ethiopia,1952,2.73
Finland,1952,11.7
Fiji,1952,3.77
France,1952,13.3
"Micronesia, Fed. Sts.",1952,3.76
Gabon,1952,2.55
UK,1952,14.7
Georgia,1952,9.29
Ghana,1952,2.53
Guinea,1952,0.636
Gambia,1952,1.55
Guinea-Bissau,1952,1.85
Equatorial Guinea,1952,1.05
Greece,1952,5.46
Grenada,1952,2.36
Guatemala,1952,2.99
Guyana,1952,5.53
"Hong Kong, China",1952,5.4
Honduras,1952,4.11
Croatia,1952,4.38
Haiti,1952,2.69
Hungary,1952,7.5
Indonesia,1952,0.935
India,1952,1.84
Ireland,1952,7.31
Iran,1952,4.62
Iraq,1952,4.75
Iceland,1952,13.1
Israel,1952,6.51
Italy,1952,8.48
Jamaica,1952,4.54
Jordan,1952,6.57
Japan,1952,5.58
Kazakhstan,1952,4.27
Kenya,1952,3.75
Kyrgyz Republic,1952,7.22
Cambodia,1952,1.65
Kiribati,1952,8.15
St. Kitts and Nevis,1952,4.54
South Korea,1952,1.66
Kuwait,1952,13.1
Lao,1952,1.95
Lebanon,1952,13.3
Liberia,1952,4.36
Libya,1952,2.59
St. Lucia,1952,0.629
Sri Lanka,1952,2.94
Lesotho,1952,1.95
Lithuania,1952,4.42
Luxembourg,1952,19.1
Latvia,1952,6.2
Morocco,1952,4.23
Monaco,1952,6.96
Moldova,1952,5.52
Madagascar,1952,3.21
Maldives,1952,1.26
Mexico,1952,3.59
Marshall Islands,1952,4.0
North Macedonia,1952,2.65
Mali,1952,1.05
Malta,1952,2.79
Myanmar,1952,1.46
Montenegro,1952,2.98
Mongolia,1952,1.47
Mozambique,1952,1.72
Mauritania,1952,1.06
Mauritius,1952,4.69
Malawi,1952,2.73
Malaysia,1952,4.54
Namibia,1952,5.78
Niger,1952,2.11
Nigeria,1952,2.16
Nicaragua,1952,7.88
Netherlands,1952,15.2
Norway,1952,11.5
Nepal,1952,1.62
Nauru,1952,5.27
New Zealand,1952,17.4
Oman,1952,1.57
Pakistan,1952,0.941
Panama,1952,5.09
Peru,1952,10.1
Philippines,1952,2.85
Palau,1952,14.5
Papua New Guinea,1952,1.06
Poland,1952,6.92
North Korea,1952,2.63
Portugal,1952,4.74
Paraguay,1952,6.33
Palestine,1952,7.62
Qatar,1952,4.9
Romania,1952,2.11
Russia,1952,6.11
Rwanda,1952,3.14
Saudi Arabia,1952,6.88
Sudan,1952,2.02
Senegal,1952,2.62
Singapore,1952,4.08
Solomon Islands,1952,2.23
Sierra Leone,1952,1.62
El Salvador,1952,5.73
San Marino,1952,12.3
Somalia,1952,3.63
Serbia,1952,4.83
South Sudan,1952,8.21
Sao Tome and Principe,1952,2.82
Suriname,1952,7.68
Slovak Republic,1952,9.41
Slovenia,1952,7.9
Sweden,1952,14.8
Eswatini,1952,0.255
Seychelles,1952,4.12
Syria,1952,4.04
Chad,1952,2.63
Togo,1952,2.03
Thailand,1952,2.1
Tajikistan,1952,6.39
Turkmenistan,1952,4.44
Timor-Leste,1952,0.99
Tonga,1952,4.02
Trinidad and Tobago,1952,11.9
Tunisia,1952,2.98
Turkey,1952,3.53
Tuvalu,1952,4.98
Taiwan,1952,3.5
Tanzania,1952,1.58
Uganda,1952,3.71
Ukraine,1952,2.8
Uruguay,1952,12.3
USA,1952,32.5
Uzbekistan,1952,2.86
St. Vincent and the Grenadines,1952,3.24
Venezuela,1952,10.6
Vietnam,1952,1.92
Vanuatu,1952,3.35
Samoa,1952,8.5
Yemen,1952,2.99
South Africa,1952,4.91
Zambia,1952,2.55
Zimbabwe,1952,4.41
Afghanistan,1953,4.02
Angola,1953,5.02
Albania,1953,3.88
Andorra,1953,14.1
UAE,1953,2.56
Argentina,1953,11.0
Armenia,1953,9.61
Antigua and Barbuda,1953,4.73
Australia,1953,21.6
Austria,1953,12.5
Azerbaijan,1953,7.23
Burundi,1953,1.2
Belgium,1953,13.9
Benin,1953,2.26
Burkina Faso,1953,1.47
Bangladesh,1953,2.49
Bulgaria,1953,7.62
Bahrain,1953,6.97
Bahamas,1953,17.1
Bosnia and Herzegovina,1953,3.65
Belarus,1953,3.72
Belize,1953,3.68
Bolivia,1953,10.8
Brazil,1953,2.71
Barbados,1953,5.18
Brunei,1953,84.4
Bhutan,1953,1.44
Botswana,1953,0.623
Central African Republic,1953,2.38
Canada,1953,21.5
Switzerland,1953,31.5
Chile,1953,8.93
China,1953,1.2
Cote d'Ivoire,1953,5.25
Cameroon,1953,2.08
"Congo, Dem. Rep.",1953,2.4
"Congo, Rep.",1953,1.74
Colombia,1953,5.56
Comoros,1953,2.79
Cape Verde,1953,2.28
Costa Rica,1953,3.12
Cuba,1953,3.9
Cyprus,1953,5.72
Czech Republic,1953,7.4
Germany,1953,14.6
Djibouti,1953,9.86
Dominica,1953,1.73
Denmark,1953,20.0
Dominican Republic,1953,5.78
Algeria,1953,3.06
Ecuador,1953,4.26
Egypt,1953,1.84
Eritrea,1953,1.85
Spain,1953,5.91
Estonia,1953,8.23
Ethiopia,1953,2.84
Finland,1953,11.6
Fiji,1953,3.85
France,1953,13.6
"Micronesia, Fed. Sts.",1953,3.82
Gabon,1953,2.62
UK,1953,15.2
Georgia,1953,9.61
Ghana,1953,2.8
Guinea,1953,0.654
Gambia,1953,1.58
Guinea-Bissau,1953,1.98
Equatorial Guinea,1953,1.07
Greece,1953,6.11
Grenada,1953,2.4
Guatemala,1953,2.99
Guyana,1953,5.39
"Hong Kong, China",1953,5.57
Honduras,1953,4.3
Croatia,1953,4.72
Haiti,1953,2.58
Hungary,1953,7.55
Indonesia,1953,0.963
India,1953,1.9
Ireland,1953,7.54
Iran,1953,4.56
Iraq,1953,6.46
Iceland,1953,13.4
Israel,1953,6.25
Italy,1953,9.01
Jamaica,1953,5.11
Jordan,1953,6.72
Japan,1953,5.88
Kazakhstan,1953,4.37
Kenya,1953,3.58
Kyrgyz Republic,1953,7.42
Cambodia,1953,1.64
Kiribati,1953,8.39
St. Kitts and Nevis,1953,4.56
South Korea,1953,2.1
Kuwait,1953,17.2
Lao,1953,1.97
Lebanon,1953,15.0
Liberia,1953,4.66
Libya,1953,2.52
St. Lucia,1953,0.65
Sri Lanka,1953,2.85
Lesotho,1953,1.98
Lithuania,1953,4.51
Luxembourg,1953,19.3
Latvia,1953,6.39
Morocco,1953,4.22
Monaco,1953,7.36
Moldova,1953,5.67
Madagascar,1953,3.27
Maldives,1953,1.3
Mexico,1953,3.49
Marshall Islands,1953,4.08
North Macedonia,1953,2.76
Mali,1953,1.07
Malta,1953,2.92
Myanmar,1953,1.46
Montenegro,1953,2.65
Mongolia,1953,1.52
Mozambique,1953,1.72
Mauritania,1953,1.1
Mauritius,1953,4.64
Malawi,1953,2.76
Malaysia,1953,4.43
Namibia,1953,5.83
Niger,1953,2.15
Nigeria,1953,2.18
Nicaragua,1953,7.85
Netherlands,1953,16.3
Norway,1953,11.9
Nepal,1953,1.7
Nauru,1953,5.93
New Zealand,1953,17.4
Oman,1953,1.65
Pakistan,1953,1.0
Panama,1953,5.28
Peru,1953,10.4
Philippines,1953,3.01
Palau,1953,15.2
Papua New Guinea,1953,1.08
Poland,1953,7.17
North Korea,1953,2.63
Portugal,1953,5.02
Paraguay,1953,6.3
Palestine,1953,7.43
Qatar,1953,6.26
Romania,1953,2.35
Russia,1953,6.23
Rwanda,1953,3.16
Saudi Arabia,1953,7.53
Sudan,1953,2.07
Senegal,1953,2.66
Singapore,1953,4.88
Solomon Islands,1953,2.28
Sierra Leone,1953,1.65
El Salvador,1953,5.99
San Marino,1953,12.9
Somalia,1953,3.7
Serbia,1953,5.6
South Sudan,1953,8.35
Sao Tome and Principe,1953,2.81
Suriname,1953,7.8
Slovak Republic,1953,9.25
Slovenia,1953,8.23
Sweden,1953,15.1
Eswatini,1953,0.258
Seychelles,1953,4.19
Syria,1953,4.45
Chad,1953,2.68
Togo,1953,2.06
Thailand,1953,2.16
Tajikistan,1953,6.54
Turkmenistan,1953,4.53
Timor-Leste,1953,0.983
Tonga,1953,4.02
Trinidad and Tobago,1953,11.8
Tunisia,1953,3.02
Turkey,1953,3.87
Tuvalu,1953,5.01
Taiwan,1953,3.66
Tanzania,1953,1.49
Uganda,1953,3.69
Ukraine,1953,2.96
Uruguay,1953,13.3
USA,1953,33.3
Uzbekistan,1953,2.95
St. Vincent and the Grenadines,1953,3.34
Venezuela,1953,10.7
