country,year,value
Burundi,1942,1.95M
Belgium,1942,8.37M
Benin,1942,1.96M
Burkina Faso,1942,3.72M
Bangladesh,1942,38.3M
Bulgaria,1942,6.78M
Bahrain,1942,119k
Bahamas,1942,79.9k
Bosnia and Herzegovina,1942,2.51M
Belarus,1942,6.64M
Belize,1942,62.4k
Bolivia,1942,2.99M
Brazil,1942,43.2M
Barbados,1942,196k
Brunei,1942,43.4k
Bhutan,1942,229k
Botswana,1942,354k
Central African Republic,1942,1.27M
Canada,1942,11.8M
Switzerland,1942,4.31M
Chile,1942,5.7M
China,1942,517M
Cote d'Ivoire,1942,2.35M
Cameroon,1942,3.78M
"Congo, Dem. Rep.",1942,10.8M
"Congo, Rep.",1942,722k
Colombia,1942,9.71M
Comoros,1942,152k
Cape Verde,1942,214k
Costa Rica,1942,707k
Cuba,1942,4.92M
Cyprus,1942,457k
Czech Republic,1942,11.1M
Germany,1942,70.7M
Djibouti,1942,54.8k
Dominica,1942,47.2k
Denmark,1942,3.92M
Dominican Republic,1942,1.82M
Algeria,1942,7.98M
Ecuador,1942,2.75M
Egypt,1942,17.2M
Eritrea,1942,720k
Spain,1942,26.2M
Estonia,1942,1.11M
Ethiopia,1942,17.4M
Finland,1942,3.75M
Fiji,1942,282k
France,1942,40.5M
"Micronesia, Fed. Sts.",1942,30.4k
Gabon,1942,420k
UK,1942,48.6M
Georgia,1942,3.24M
Ghana,1942,4.37M
Guinea,1942,2.61M
Gambia,1942,266k
Guinea-Bissau,1942,474k
Equatorial Guinea,1942,163k
Greece,1942,7.39M
Grenada,1942,86.8k
Guatemala,1942,2.43M
Guyana,1942,352k
"Hong Kong, China",1942,1.64M
Honduras,1942,1.3M
Holy See,1942,905
Croatia,1942,3.61M
Haiti,1942,2.96M
Hungary,1942,9.26M
Indonesia,1942,63M
India,1942,362M
Ireland,1942,2.92M
Iran,1942,15.2M
Iraq,1942,4.35M
Iceland,1942,125k
Israel,1942,952k
Italy,1942,44.2M
Jamaica,1942,1.26M
Jordan,1942,270k
Japan,1942,77.5M
Kazakhstan,1942,6.19M
Kenya,1942,4.97M
Kyrgyz Republic,1942,1.61M
Cambodia,1942,3.25M
Kiribati,1942,36.1k
St. Kitts and Nevis,1942,41.8k
South Korea,1942,15.8M
Kuwait,1942,138k
Lao,1942,1.05M
Lebanon,1942,1.16M
Liberia,1942,793k
Libya,1942,917k
St. Lucia,1942,84.5k
Liechtenstein,1942,13k
Sri Lanka,1942,6.6M
Lesotho,1942,499k
Lithuania,1942,2.34M
Luxembourg,1942,299k
Latvia,1942,1.92M
Morocco,1942,7.88M
Monaco,1942,24k
Moldova,1942,2.33M
Madagascar,1942,3.42M
Maldives,1942,78.3k
Mexico,1942,21.2M
Marshall Islands,1942,25.9k
North Macedonia,1942,1.16M
Mali,1942,4.1M
Malta,1942,264k
Myanmar,1942,15.6M
Montenegro,1942,419k
Mongolia,1942,762k
Mozambique,1942,5.13M
Mauritania,1942,568k
Mauritius,1942,465k
Malawi,1942,2.55M
Malaysia,1942,5.29M
Namibia,1942,441k
Niger,1942,2.25M
Nigeria,1942,32.2M
Nicaragua,1942,1.06M
Netherlands,1942,9.12M
Norway,1942,3.03M
Nepal,1942,5.88M
Nauru,1942,3040
New Zealand,1942,1.68M
Oman,1942,443k
Pakistan,1942,30.9M
Panama,1942,706k
Peru,1942,6.66M
Philippines,1942,15.5M
Palau,1942,7100
Papua New Guinea,1942,1.05M
Poland,1942,28.2M
North Korea,1942,9.79M
Portugal,1942,7.81M
Paraguay,1942,1.2M
Palestine,1942,763k
Qatar,1942,22k
Romania,1942,16M
Russia,1942,95.9M
Rwanda,1942,1.86M
Saudi Arabia,1942,1.57M
Sudan,1942,5.94M
Senegal,1942,2.21M
Singapore,1942,783k
Solomon Islands,1942,98.7k
Sierra Leone,1942,1.74M
El Salvador,1942,1.89M
San Marino,1942,14.4k
Somalia,1942,1.96M
Serbia,1942,5.12M
South Sudan,1942,2.39M
Sao Tome and Principe,1942,61.6k
Suriname,1942,175k
Slovak Republic,1942,3.34M
Slovenia,1942,1.35M
Sweden,1942,6.5M
Eswatini,1942,233k
Seychelles,1942,37k
Syria,1942,3.2M
Chad,1942,2.22M
Togo,1942,1.21M
Thailand,1942,16.6M
Tajikistan,1942,1.4M
Turkmenistan,1942,1.17M
Timor-Leste,1942,417k
Tonga,1942,39.1k
Trinidad and Tobago,1942,517k
Tunisia,1942,3.2M
Turkey,1942,18.2M
Tuvalu,1942,4570
Taiwan,1942,6.14M
Tanzania,1942,6.57M
Uganda,1942,4.96M
Ukraine,1942,34.6M
Uruguay,1942,2.04M
USA,1942,138M
Uzbekistan,1942,5.72M
St. Vincent and the Grenadines,1942,57.9k
Venezuela,1942,4.35M
Vietnam,1942,20M
Vanuatu,1942,49.3k
Samoa,1942,75.6k
Yemen,1942,4.25M
South Africa,1942,11.2M
Zambia,1942,2M
Zimbabwe,1942,2.38M
Afghanistan,1943,6.98M
Angola,1943,4.01M
Albania,1943,1.14M
Andorra,1943,5500
UAE,1943,69k
Argentina,1943,14.9M
Armenia,1943,1.28M
Antigua and Barbuda,1943,42.5k
Australia,1943,7.28M
Austria,1943,6.78M
Azerbaijan,1943,2.9M
Burundi,1943,1.99M
Belgium,1943,8.4M
Benin,1943,1.99M
Burkina Faso,1943,3.78M
Bangladesh,1943,38.6M
Bulgaria,1943,6.84M
Bahrain,1943,118k
Bahamas,1943,80k
Bosnia and Herzegovina,1943,2.53M
Belarus,1943,6.7M
Belize,1943,63.1k
Bolivia,1943,3M
Brazil,1943,44.4M
Barbados,1943,198k
Brunei,1943,43.8k
Bhutan,1943,220k
Botswana,1943,361k
Central African Republic,1943,1.29M
Canada,1943,12M
Switzerland,1943,4.35M
Chile,1943,5.81M
China,1943,520M
Cote d'Ivoire,1943,2.39M
Cameroon,1943,3.85M
"Congo, Dem. Rep.",1943,10.9M
"Congo, Rep.",1943,735k
Colombia,1943,9.94M
Comoros,1943,153k
Cape Verde,1943,209k
Costa Rica,1943,732k
Cuba,1943,5.03M
Cyprus,1943,461k
Czech Republic,1943,11M
Germany,1943,70.6M
Djibouti,1943,55.6k
Dominica,1943,47.6k
Denmark,1943,3.97M
Dominican Republic,1943,1.88M
Algeria,1943,8.1M
Ecuador,1943,2.83M
Egypt,1943,17.6M
Eritrea,1943,731k
Spain,1943,26.4M
Estonia,1943,1.11M
Ethiopia,1943,17.4M
Finland,1943,3.78M
Fiji,1943,285k
France,1943,40.7M
"Micronesia, Fed. Sts.",1943,30.6k
Gabon,1943,426k
UK,1943,48.8M
Georgia,1943,3.27M
Ghana,1943,4.45M
Guinea,1943,2.66M
Gambia,1943,270k
Guinea-Bissau,1943,482k
Equatorial Guinea,1943,170k
Greece,1943,7.42M
Grenada,1943,85.4k
Guatemala,1943,2.51M
Guyana,1943,359k
"Hong Kong, China",1943,1.62M
Honduras,1943,1.33M
Holy See,1943,905
Croatia,1943,3.64M
Haiti,1943,3M
Hungary,1943,9.27M
Indonesia,1943,63.7M
India,1943,359M
Ireland,1943,2.92M
Iran,1943,15.4M
Iraq,1943,4.49M
Iceland,1943,127k
Israel,1943,987k
Italy,1943,44.5M
Jamaica,1943,1.28M
Jordan,1943,287k
Japan,1943,78.6M
Kazakhstan,1943,6.25M
Kenya,1943,5.06M
Kyrgyz Republic,1943,1.63M
Cambodia,1943,3.37M
Kiribati,1943,36.3k
St. Kitts and Nevis,1943,42.4k
South Korea,1943,16.3M
Kuwait,1943,140k
Lao,1943,1.12M
Lebanon,1943,1.18M
Liberia,1943,808k
Libya,1943,942k
St. Lucia,1943,85.5k
Liechtenstein,1943,13.1k
Sri Lanka,1943,6.74M
Lesotho,1943,509k
Lithuania,1943,2.35M
Luxembourg,1943,299k
Latvia,1943,1.92M
Morocco,1943,7.99M
Monaco,1943,23.4k
Moldova,1943,2.35M
Madagascar,1943,3.48M
Maldives,1943,77.7k
Mexico,1943,21.9M
Marshall Islands,1943,23.6k
North Macedonia,1943,1.17M
Mali,1943,4.17M
Malta,1943,268k
Myanmar,1943,15.9M
Montenegro,1943,416k
Mongolia,1943,763k
Mozambique,1943,5.22M
Mauritania,1943,578k
Mauritius,1943,472k
Malawi,1943,2.6M
Malaysia,1943,5.38M
Namibia,1943,450k
Niger,1943,2.29M
Nigeria,1943,32.8M
Nicaragua,1943,1.09M
Netherlands,1943,9.23M
Norway,1943,3.06M
Nepal,1943,6.17M
Nauru,1943,3080
New Zealand,1943,1.71M
Oman,1943,444k
Pakistan,1943,31.4M
Panama,1943,724k
Peru,1943,6.78M
Philippines,1943,15.9M
Palau,1943,7130
Papua New Guinea,1943,1.11M
Poland,1943,27.7M
North Korea,1943,9.95M
Portugal,1943,7.89M
Paraguay,1943,1.24M
Palestine,1943,787k
Qatar,1943,22.2k
Romania,1943,16M
Russia,1943,96.8M
Rwanda,1943,1.89M
Saudi Arabia,1943,1.59M
Sudan,1943,5.97M
Senegal,1943,2.24M
Singapore,1943,808k
Solomon Islands,1943,99.9k
Sierra Leone,1943,1.77M
El Salvador,1943,1.92M
San Marino,1943,14.2k
Somalia,1943,1.99M
Serbia,1943,5.23M
South Sudan,1943,2.4M
Sao Tome and Principe,1943,61.5k
Suriname,1943,177k
Slovak Republic,1943,3.36M
Slovenia,1943,1.36M
Sweden,1943,6.56M
Eswatini,1943,237k
Seychelles,1943,37.1k
Syria,1943,3.25M
Chad,1943,2.25M
Togo,1943,1.24M
Thailand,1943,17M
Tajikistan,1943,1.41M
Turkmenistan,1943,1.18M
Timor-Leste,1943,416k
Tonga,1943,40.3k
Trinidad and Tobago,1943,532k
Tunisia,1943,3.24M
Turkey,1943,18.5M
Tuvalu,1943,4590
Taiwan,1943,6.26M
Tanzania,1943,6.69M
Uganda,1943,5.05M
Ukraine,1943,34.9M
Uruguay,1943,2.06M
USA,1943,140M
Uzbekistan,1943,5.78M
St. Vincent and the Grenadines,1943,58.3k
Venezuela,1943,4.47M
Vietnam,1943,20.6M
Vanuatu,1943,49.5k
Samoa,1943,77k
Yemen,1943,4.29M
South Africa,1943,11.4M
Zambia,1943,2.04M
Zimbabwe,1943,2.42M
Afghanistan,1944,7.08M
Angola,1944,4.09M
Albania,1944,1.15M
Andorra,1944,5560
UAE,1944,69.6k
Argentina,1944,15.2M
Armenia,1944,1.29M
Antigua and Barbuda,1944,42.9k
Australia,1944,7.4M
Austria,1944,6.8M
Azerbaijan,1944,2.93M
Burundi,1944,2.03M
Belgium,1944,8.43M
Benin,1944,2.03M
Burkina Faso,1944,3.84M
Bangladesh,1944,39M
Bulgaria,1944,6.89M
Bahrain,1944,118k
Bahamas,1944,80.2k
Bosnia and Herzegovina,1944,2.55M
Belarus,1944,6.76M
Belize,1944,63.8k
Bolivia,1944,3M
Brazil,1944,45.5M
Barbados,1944,200k
Brunei,1944,44.2k
Bhutan,1944,210k
Botswana,1944,368k
Central African Republic,1944,1.31M
Canada,1944,12.3M
Switzerland,1944,4.4M
Chile,1944,5.92M
China,1944,522M
Cote d'Ivoire,1944,2.43M
Cameroon,1944,3.91M
"Congo, Dem. Rep.",1944,11.1M
"Congo, Rep.",1944,749k
Colombia,1944,10.2M
Comoros,1944,154k
Cape Verde,1944,204k
Costa Rica,1944,756k
Cuba,1944,5.15M
Cyprus,1944,465k
Czech Republic,1944,11.1M
Germany,1944,70.4M
Djibouti,1944,56.4k
Dominica,1944,47.9k
Denmark,1944,4.01M
Dominican Republic,1944,1.94M
Algeria,1944,8.23M
Ecuador,1944,2.92M
Egypt,1944,18.1M
Eritrea,1944,742k
Spain,1944,26.7M
Estonia,1944,1.11M
Ethiopia,1944,17.4M
Finland,1944,3.81M
Fiji,1944,288k
France,1944,40.8M
"Micronesia, Fed. Sts.",1944,30.7k
Gabon,1944,433k
UK,1944,49M
Georgia,1944,3.3M
Ghana,1944,4.53M
Guinea,1944,2.71M
Gambia,1944,275k
Guinea-Bissau,1944,491k
Equatorial Guinea,1944,178k
Greece,1944,7.45M
Grenada,1944,83.9k
Guatemala,1944,2.58M
Guyana,1944,367k
"Hong Kong, China",1944,1.6M
Honduras,1944,1.36M
Holy See,1944,905
Croatia,1944,3.68M
Haiti,1944,3.03M
Hungary,1944,9.27M
Indonesia,1944,63.9M
India,1944,356M
Ireland,1944,2.92M
Iran,1944,15.5M
Iraq,1944,4.64M
Iceland,1944,129k
Israel,1944,1.02M
Italy,1944,44.7M
Jamaica,1944,1.3M
Jordan,1944,306k
Japan,1944,79.7M
Kazakhstan,1944,6.3M
Kenya,1944,5.15M
Kyrgyz Republic,1944,1.64M
Cambodia,1944,3.5M
Kiribati,1944,36.4k
St. Kitts and Nevis,1944,43.1k
South Korea,1944,16.7M
Kuwait,1944,141k
Lao,1944,1.19M
Lebanon,1944,1.2M
Liberia,1944,822k
Libya,1944,967k
St. Lucia,1944,86.5k
Liechtenstein,1944,13.2k
Sri Lanka,1944,6.88M
Lesotho,1944,519k
Lithuania,1944,2.36M
Luxembourg,1944,298k
Latvia,1944,1.92M
Morocco,1944,8.11M
Monaco,1944,22.7k
Moldova,1944,2.37M
Madagascar,1944,3.54M
Maldives,1944,77.1k
Mexico,1944,22.6M
Marshall Islands,1944,21.4k
North Macedonia,1944,1.18M
Mali,1944,4.24M
Malta,1944,272k
Myanmar,1944,16.1M
Montenegro,1944,413k
Mongolia,1944,765k
Mozambique,1944,5.31M
Mauritania,1944,588k
Mauritius,1944,478k
Malawi,1944,2.65M
Malaysia,1944,5.48M
Namibia,1944,459k
Niger,1944,2.33M
Nigeria,1944,33.4M
Nicaragua,1944,1.12M
Netherlands,1944,9.36M
Norway,1944,3.09M
Nepal,1944,6.47M
Nauru,1944,3120
New Zealand,1944,1.74M
Oman,1944,446k
Pakistan,1944,32M
Panama,1944,742k
Peru,1944,6.89M
Philippines,1944,16.2M
Palau,1944,7160
Papua New Guinea,1944,1.16M
Poland,1944,27.2M
North Korea,1944,10.1M
Portugal,1944,7.96M
Paraguay,1944,1.27M
Palestine,1944,815k
Qatar,1944,22.3k
Romania,1944,16.1M
Russia,1944,97.7M
Rwanda,1944,1.92M
Saudi Arabia,1944,1.6M
Sudan,1944,5.99M
Senegal,1944,2.29M
Singapore,1944,833k
Solomon Islands,1944,101k
Sierra Leone,1944,1.8M
El Salvador,1944,1.95M
San Marino,1944,14k
Somalia,1944,2.02M
Serbia,1944,5.34M
South Sudan,1944,2.41M
Sao Tome and Principe,1944,61.3k
Suriname,1944,180k
Slovak Republic,1944,3.37M
Slovenia,1944,1.37M
Sweden,1944,6.63M
Eswatini,1944,242k
Seychelles,1944,37.2k
Syria,1944,3.3M
Chad,1944,2.29M
Togo,1944,1.26M
Thailand,1944,17.5M
Tajikistan,1944,1.43M
Turkmenistan,1944,1.19M
Timor-Leste,1944,415k
Tonga,1944,41.5k
Trinidad and Tobago,1944,547k
Tunisia,1944,3.29M
Turkey,1944,18.8M
Tuvalu,1944,4610
Taiwan,1944,6.32M
Tanzania,1944,6.81M
Uganda,1944,5.14M
Ukraine,1944,35.2M
Uruguay,1944,2.09M
USA,1944,142M
Uzbekistan,1944,5.83M
St. Vincent and the Grenadines,1944,58.7k
Venezuela,1944,4.6M
Vietnam,1944,21.2M
Vanuatu,1944,49.7k
Samoa,1944,78.4k
Yemen,1944,4.33M
South Africa,1944,11.6M
Zambia,1944,2.07M
Zimbabwe,1944,2.47M
Afghanistan,1945,7.19M
Angola,1945,4.16M
Albania,1945,1.16M
Andorra,1945,5620
UAE,1945,70.2k
Argentina,1945,15.5M
Armenia,1945,1.3M
Antigua and Barbuda,1945,43.3k
Australia,1945,7.52M
Austria,1945,6.83M
Azerbaijan,1945,2.95M
Burundi,1945,2.06M
Belgium,1945,8.46M
Benin,1945,2.06M
Burkina Faso,1945,3.9M
Bangladesh,1945,39.3M
Bulgaria,1945,6.95M
Bahrain,1945,117k
Bahamas,1945,80.4k
Bosnia and Herzegovina,1945,2.57M
Belarus,1945,6.82M
Belize,1945,64.5k
Bolivia,1945,3.01M
Brazil,1945,46.8M
Barbados,1945,201k
Brunei,1945,44.6k
Bhutan,1945,202k
Botswana,1945,375k
Central African Republic,1945,1.33M
Canada,1945,12.5M
Switzerland,1945,4.44M
Chile,1945,6.03M
China,1945,525M
Cote d'Ivoire,1945,2.48M
Cameroon,1945,3.98M
"Congo, Dem. Rep.",1945,11.3M
"Congo, Rep.",1945,762k
Colombia,1945,10.4M
Comoros,1945,155k
Cape Verde,1945,200k
Costa Rica,1945,782k
Cuba,1945,5.28M
Cyprus,1945,470k
Czech Republic,1945,10.7M
Germany,1945,70.3M
Djibouti,1945,57.3k
Dominica,1945,48.2k
Denmark,1945,4.05M
Dominican Republic,1945,2.01M
Algeria,1945,8.35M
Ecuador,1945,3.02M
Egypt,1945,18.6M
Eritrea,1945,753k
Spain,1945,26.9M
Estonia,1945,1.11M
Ethiopia,1945,17.4M
Finland,1945,3.85M
Fiji,1945,291k
France,1945,41M
"Micronesia, Fed. Sts.",1945,30.8k
Gabon,1945,440k
UK,1945,49.1M
Georgia,1945,3.33M
Ghana,1945,4.61M
Guinea,1945,2.76M
Gambia,1945,280k
Guinea-Bissau,1945,500k
Equatorial Guinea,1945,186k
Greece,1945,7.48M
Grenada,1945,82.5k
Guatemala,1945,2.66M
Guyana,1945,375k
"Hong Kong, China",1945,1.59M
Honduras,1945,1.39M
Holy See,1945,905
Croatia,1945,3.71M
Haiti,1945,3.07M
Hungary,1945,9.28M
Indonesia,1945,64.2M
India,1945,354M
Ireland,1945,2.92M
Iran,1945,15.6M
Iraq,1945,4.8M
Iceland,1945,131k
Israel,1945,1.06M
Italy,1945,45M
Jamaica,1945,1.31M
Jordan,1945,325k
Japan,1945,80.8M
Kazakhstan,1945,6.36M
Kenya,1945,5.24M
Kyrgyz Republic,1945,1.66M
Cambodia,1945,3.64M
Kiribati,1945,36.6k
St. Kitts and Nevis,1945,43.8k
South Korea,1945,17.2M
Kuwait,1945,142k
Lao,1945,1.27M
Lebanon,1945,1.22M
Liberia,1945,837k
Libya,1945,992k
St. Lucia,1945,87.6k
Liechtenstein,1945,13.3k
Sri Lanka,1945,7.02M
Lesotho,1945,528k
Lithuania,1945,2.37M
Luxembourg,1945,298k
Latvia,1945,1.91M
Morocco,1945,8.24M
Monaco,1945,22.1k
Moldova,1945,2.39M
Madagascar,1945,3.61M
Maldives,1945,76.5k
Mexico,1945,23.4M
Marshall Islands,1945,19.5k
North Macedonia,1945,1.19M
Mali,1945,4.31M
Malta,1945,276k
Myanmar,1945,16.4M
Montenegro,1945,411k
Mongolia,1945,766k
Mozambique,1945,5.41M
Mauritania,1945,599k
Mauritius,1945,485k
Malawi,1945,2.69M
Malaysia,1945,5.57M
Namibia,1945,467k
Niger,1945,2.36M
Nigeria,1945,34M
Nicaragua,1945,1.16M
Netherlands,1945,9.48M
Norway,1945,3.12M
Nepal,1945,6.78M
Nauru,1945,3160
New Zealand,1945,1.76M
Oman,1945,447k
Pakistan,1945,32.6M
Panama,1945,761k
Peru,1945,7.01M
Philippines,1945,16.6M
Palau,1945,7200
Papua New Guinea,1945,1.22M
Poland,1945,26.7M
North Korea,1945,10.3M
Portugal,1945,8.04M
Paraguay,1945,1.31M
Palestine,1945,845k
Qatar,1945,22.5k
Romania,1945,16.1M
Russia,1945,98.6M
Rwanda,1945,1.96M
Saudi Arabia,1945,1.62M
Sudan,1945,6.02M
Senegal,1945,2.33M
Singapore,1945,859k
Solomon Islands,1945,102k
Sierra Leone,1945,1.83M
El Salvador,1945,1.99M
San Marino,1945,13.7k
Somalia,1945,2.05M
Serbia,1945,5.45M
South Sudan,1945,2.43M
Sao Tome and Principe,1945,61.2k
Suriname,1945,182k
Slovak Republic,1945,3.38M
Slovenia,1945,1.39M
Sweden,1945,6.69M
Eswatini,1945,246k
Seychelles,1945,37.3k
Syria,1945,3.34M
Chad,1945,2.33M
Togo,1945,1.28M
Thailand,1945,17.9M
Tajikistan,1945,1.44M
Turkmenistan,1945,1.2M
Timor-Leste,1945,415k
Tonga,1945,42.7k
Trinidad and Tobago,1945,563k
Tunisia,1945,3.34M
Turkey,1945,19.2M
Tuvalu,1945,4630
Taiwan,1945,6.33M
Tanzania,1945,6.93M
Uganda,1945,5.23M
Ukraine,1945,35.5M
Uruguay,1945,2.11M
USA,1945,144M
Uzbekistan,1945,5.88M
St. Vincent and the Grenadines,1945,59.1k
Venezuela,1945,4.73M
Vietnam,1945,21.8M
Vanuatu,1945,49.9k
Samoa,1945,79.9k
Yemen,1945,4.38M
South Africa,1945,11.8M
Zambia,1945,2.11M
Zimbabwe,1945,2.52M
Afghanistan,1946,7.3M
Angola,1946,4.24M
Albania,1946,1.18M
Andorra,1946,5680
UAE,1946,70.8k
Argentina,1946,15.8M
Armenia,1946,1.31M
Antigua and Barbuda,1946,43.7k
Australia,1946,7.64M
Austria,1946,6.85M
Azerbaijan,1946,2.98M
Burundi,1946,2.1M
Belgium,1946,8.49M
Benin,1946,2.1M
Burkina Faso,1946,3.96M
Bangladesh,1946,39.6M
Bulgaria,1946,7.01M
Bahrain,1946,117k
Bahamas,1946,80.5k
Bosnia and Herzegovina,1946,2.59M
Belarus,1946,6.89M
Belize,1946,65.2k
Bolivia,1946,3.02M
Brazil,1946,48M
Barbados,1946,203k
Brunei,1946,45k
Bhutan,1946,193k
Botswana,1946,382k
Central African Republic,1946,1.35M
Canada,1946,12.7M
Switzerland,1946,4.49M
Chile,1946,6.14M
China,1946,528M
Cote d'Ivoire,1946,2.52M
Cameroon,1946,4.04M
"Congo, Dem. Rep.",1946,11.5M
"Congo, Rep.",1946,776k
Colombia,1946,10.7M
Comoros,1946,156k
Cape Verde,1946,196k
Costa Rica,1946,809k
Cuba,1946,5.4M
Cyprus,1946,474k
Czech Republic,1946,9.52M
Germany,1946,70.1M
Djibouti,1946,58.1k
Dominica,1946,48.6k
Denmark,1946,4.1M
Dominican Republic,1946,2.08M
Algeria,1946,8.48M
Ecuador,1946,3.11M
Egypt,1946,19.1M
Eritrea,1946,764k
Spain,1946,27.1M
Estonia,1946,1.1M
Ethiopia,1946,17.4M
Finland,1946,3.88M
Fiji,1946,293k
France,1946,41.1M
"Micronesia, Fed. Sts.",1946,31k
Gabon,1946,447k
UK,1946,49.3M
Georgia,1946,3.36M
Ghana,1946,4.69M
Guinea,1946,2.81M
Gambia,1946,285k
Guinea-Bissau,1946,509k
Equatorial Guinea,1946,194k
Greece,1946,7.51M
Grenada,1946,81.1k
Guatemala,1946,2.74M
Guyana,1946,383k
"Hong Kong, China",1946,1.64M
Honduras,1946,1.42M
Holy See,1946,905
Croatia,1946,3.74M
Haiti,1946,3.1M
Hungary,1946,9.28M
Indonesia,1946,64.6M
India,1946,351M
Ireland,1946,2.92M
Iran,1946,15.8M
Iraq,1946,4.96M
Iceland,1946,133k
Israel,1946,1.1M
Italy,1946,45.3M
Jamaica,1946,1.33M
Jordan,1946,346k
Japan,1946,81.9M
Kazakhstan,1946,6.42M
Kenya,1946,5.33M
Kyrgyz Republic,1946,1.67M
Cambodia,1946,3.78M
Kiribati,1946,36.8k
St. Kitts and Nevis,1946,44.4k
South Korea,1946,17.7M
Kuwait,1946,143k
Lao,1946,1.35M
Lebanon,1946,1.25M
Liberia,1946,852k
Libya,1946,1.02M
St. Lucia,1946,88.7k
Liechtenstein,1946,13.3k
Sri Lanka,1946,7.16M
Lesotho,1946,539k
Lithuania,1946,2.38M
Luxembourg,1946,297k
Latvia,1946,1.91M
Morocco,1946,8.36M
Monaco,1946,21.5k
Moldova,1946,2.41M
Madagascar,1946,3.67M
Maldives,1946,75.8k
Mexico,1946,24.2M
Marshall Islands,1946,17.7k
North Macedonia,1946,1.2M
Mali,1946,4.39M
Malta,1946,280k
Myanmar,1946,16.6M
Montenegro,1946,408k
Mongolia,1946,767k
Mozambique,1946,5.5M
Mauritania,1946,610k
Mauritius,1946,492k
Malawi,1946,2.74M
Malaysia,1946,5.66M
Namibia,1946,476k
Niger,1946,2.41M
Nigeria,1946,34.6M
Nicaragua,1946,1.19M
Netherlands,1946,9.6M
Norway,1946,3.15M
Nepal,1946,7.11M
Nauru,1946,3200
New Zealand,1946,1.79M
Oman,1946,448k
Pakistan,1946,33.2M
Panama,1946,780k
Peru,1946,7.13M
Philippines,1946,17M
Palau,1946,7230
Papua New Guinea,1946,1.29M
Poland,1946,26.2M
North Korea,1946,10.5M
Portugal,1946,8.12M
Paraguay,1946,1.35M
Palestine,1946,873k
Qatar,1946,22.7k
Romania,1946,16.1M
Russia,1946,99.5M
Rwanda,1946,1.99M
Saudi Arabia,1946,1.63M
Sudan,1946,6.05M
Senegal,1946,2.37M
Singapore,1946,886k
Solomon Islands,1946,103k
Sierra Leone,1946,1.87M
El Salvador,1946,2.02M
San Marino,1946,13.5k
Somalia,1946,2.08M
Serbia,1946,5.56M
South Sudan,1946,2.44M
Sao Tome and Principe,1946,61.1k
Suriname,1946,184k
Slovak Republic,1946,3.39M
Slovenia,1946,1.4M
Sweden,1946,6.76M
Eswatini,1946,251k
Seychelles,1946,37.4k
Syria,1946,3.39M
Chad,1946,2.36M
Togo,1946,1.3M
Thailand,1946,18.4M
Tajikistan,1946,1.45M
Turkmenistan,1946,1.21M
Timor-Leste,1946,414k
Tonga,1946,44k
Trinidad and Tobago,1946,579k
Tunisia,1946,3.39M
Turkey,1946,19.5M
Tuvalu,1946,4650
Taiwan,1946,6.28M
Tanzania,1946,7.06M
Uganda,1946,5.32M
Ukraine,1946,35.8M
Uruguay,1946,2.13M
USA,1946,146M
Uzbekistan,1946,5.94M
St. Vincent and the Grenadines,1946,59.5k
Venezuela,1946,4.87M
Vietnam,1946,22.4M
Vanuatu,1946,50.1k
Samoa,1946,81.4k
Yemen,1946,4.42M
South Africa,1946,12M
Zambia,1946,2.15M
Zimbabwe,1946,2.57M
Afghanistan,1947,7.41M
Angola,1947,4.31M
Albania,1947,1.19M
Andorra,1947,5740
UAE,1947,71.4k
Argentina,1947,16.1M
Armenia,1947,1.33M
Antigua and Barbuda,1947,44k
Australia,1947,7.76M
Austria,1947,6.87M
Azerbaijan,1947,3.01M
Burundi,1947,2.14M
Belgium,1947,8.52M
Benin,1947,2.14M
Burkina Faso,1947,4.02M
Bangladesh,1947,39.9M
Bulgaria,1947,7.07M
Bahrain,1947,116k
Bahamas,1947,80.7k
Bosnia and Herzegovina,1947,2.61M
Belarus,1947,6.95M
Belize,1947,65.9k
Bolivia,1947,3.03M
Brazil,1947,49.3M
Barbados,1947,205k
Brunei,1947,45.5k
Bhutan,1947,185k
Botswana,1947,389k
Central African Republic,1947,1.37M
Canada,1947,12.9M
Switzerland,1947,4.54M
Chile,1947,6.26M
China,1947,531M
Cote d'Ivoire,1947,2.56M
Cameroon,1947,4.11M
"Congo, Dem. Rep.",1947,11.7M
"Congo, Rep.",1947,790k
Colombia,1947,10.9M
Comoros,1947,157k
Cape Verde,1947,192k
Costa Rica,1947,837k
Cuba,1947,5.53M
Cyprus,1947,479k
Czech Republic,1947,8.77M
Germany,1947,70M
Djibouti,1947,59k
Dominica,1947,48.9k
Denmark,1947,4.14M
Dominican Republic,1947,2.15M
Algeria,1947,8.6M
Ecuador,1947,3.21M
Egypt,1947,19.6M
Eritrea,1947,776k
Spain,1947,27.4M
Estonia,1947,1.1M
Ethiopia,1947,17.4M
Finland,1947,3.91M
Fiji,1947,296k
France,1947,41.3M
"Micronesia, Fed. Sts.",1947,31.1k
Gabon,1947,454k
UK,1947,49.5M
Georgia,1947,3.39M
Ghana,1947,4.78M
Guinea,1947,2.86M
Gambia,1947,290k
Guinea-Bissau,1947,518k
Equatorial Guinea,1947,203k
Greece,1947,7.54M
Grenada,1947,79.7k
Guatemala,1947,2.83M
Guyana,1947,391k
"Hong Kong, China",1947,1.72M
Honduras,1947,1.45M
